1,2,2
1,3,1
1,3,0
1,4,3
1,4,2
1,4,2
1,4,1
1,4,1
1,5,2
1,5,2
1,5,2
1,6,2
1,6,0
1,6,0
1,7,1
1,7,0
1,7,0
1,7,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,2,0
8,2,0
8,2,0
8,2,0
8,2,0
8,2,0
8,9,1
8,9,1
8,9,0
8,10,1
8,10,1
8,10,1
8,10,0
8,10,0
8,10,0
8,11,0
8,3,0
8,3,0
8,3,0
8,3,0
8,3,0
8,3,0
8,12,0
8,12,0
8,12,0
8,12,0
8,13,1
8,13,1
8,13,1
8,13,1
8,13,1
8,13,1
8,14,0
8,14,0
8,14,0
8,14,0
8,14,0
8,15,0
8,15,0
8,15,0
8,15,0
8,15,0
8,15,0
8,16,0
8,16,0
8,16,0
8,16,0
8,6,0
8,6,0
8,6,0
8,17,3
8,17,3
8,17,2
8,17,2
8,17,2
8,17,1
8,17,1
8,18,0
8,18,0
8,18,0
8,18,0
8,18,0
8,18,0
8,19,0
8,20,0
8,20,0
8,20,0
8,7,0
8,7,0
8,7,0
8,7,0
8,7,0
8,7,0
8,21,0
8,21,0
8,21,0
8,21,0
8,21,0
8,22,0
8,22,0
8,22,0
8,22,0
8,22,0
8,22,0
8,23,0
8,23,0
8,23,0
8,24,1
8,24,1
8,24,0
8,25,0
8,25,0
8,25,0
8,25,0
8,25,0
8,25,0
8,26,0
8,26,0
8,26,0
8,26,0
8,27,0
8,27,0
8,27,0
8,27,0
8,27,0
8,27,0
8,28,0
8,28,0
8,28,0
8,28,0
8,28,0
8,28,0
8,29,1
8,29,0
8,29,0
8,29,0
8,29,0
8,29,0
8,30,0
8,30,0
8,30,0
8,30,0
8,30,0
2,8,0
2,8,0
2,8,0
2,8,0
2,9,1
2,9,1
2,9,0
2,9,0
2,10,1
2,10,1
2,10,0
2,10,0
2,11,0
2,3,1
2,3,0
2,3,0
2,3,0
2,13,1
2,13,1
2,13,0
2,13,0
2,16,0
2,16,0
2,16,0
2,16,0
2,6,1
2,6,1
2,6,0
2,6,0
2,17,0
2,17,0
2,17,0
2,17,0
2,19,0
2,19,0
2,20,1
2,20,1
2,7,0
2,21,0
2,21,0
2,22,1
2,22,1
2,22,1
2,22,1
2,23,1
2,23,1
2,23,1
2,23,1
2,24,1
2,24,1
2,24,0
2,25,0
2,25,0
2,26,1
2,26,0
2,26,0
2,26,0
2,27,0
2,28,0
2,28,0
2,29,1
2,29,1
2,29,0
2,31,1
2,31,1
2,31,0
2,31,0
9,8,0
9,8,0
9,8,0
9,8,0
9,2,1
9,2,0
9,2,0
9,2,0
9,2,0
9,10,1
9,10,1
9,10,1
9,10,0
9,10,0
9,11,0
9,11,0
9,11,0
9,11,0
9,11,0
9,3,0
9,3,0
9,3,0
9,3,0
9,3,0
9,12,0
9,12,0
9,12,0
9,12,0
9,12,0
9,13,0
9,13,0
9,13,0
9,13,0
9,13,0
9,14,0
9,14,0
9,14,0
9,14,0
9,14,0
9,15,2
9,15,2
9,15,2
9,15,2
9,15,1
9,16,1
9,16,0
9,16,0
9,16,0
9,16,0
9,6,1
9,6,1
9,6,0
9,6,0
9,17,0
9,17,0
9,17,0
9,17,0
9,17,0
